job4_Modifier, "job5_Max", "MinDistCityAttractiveness", "Job6Attractiveness", "job7_Value", "job6_TippingPointX", "rtm_TippingPointY", "job2_TippingPointY", "Job3Attractiveness", "job5_TippingPointY", "minDistBetweenCities", "maxDistBetweenCities", "rtm_TippingPointX", "rtm_PlateauPointX", "rtm_PlateauPointY", "rtm_AgeModifier", "rtm_ResistancePerChild", "MinimalMovingDistance", "MaximumMovingDistance", "MaxDistCityAttractiveness", "Job1Attractiveness", "Job2Attractiveness", "Job4Attractiveness", "Job5Attractiveness", "Job7Attractiveness", "job1_TippingPointY", "job3_TippingPointX", "job3_TippingPointY", "job4_TippingPointX", "job4_TippingPointY", "job4_Max", "job5_TippingPointX", "job5_Modifier", "job6_TippingPointY", "Seed", "NumberOfYears", "WarmUpTime", "City 0", "City 1", "City 2", "City 3", "City 4", "City 5"
9.50619812094607, 0.500108774417546, 0.13334095836326, 0.512143672608305, 0.478496946725994, 0.383937580309343, 0.612781662354246, 0.4, 0.476146136146039, 0.55080436358694, 103.71479585357, 185.419136159588, 10, 20, 2.18927379355417, 0.16, 0.05, 100, 250, 0.1, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.3, 0.5, 0.04, 0.5, 0.6, 0.04, 10, 0.5, 1338, 80, 2, 8109, 1226, 1231, 1209, 1196, 46
9.81041925971396, 0.676908366846154, 0.282057838511537, 0.556248422869947, 0.504820718739182, 0.305746641591191, 0.630391029047314, 0.4, 0.473427383103408, 0.465419282753486, 243.829546045139, 212.422367744008, 10, 20, 45.055785081911, 0.16, 0.05, 100, 250, 0.1, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.3, 0.5, 0.04, 0.5, 0.6, 0.04, 10, 0.5, 1338, 80, 2, 7463, 1188, 2067, 1214, 1237, 16
11.106741776159, 0.792274989589117, 0.0623603848740459, 0.407854202585295, 0.541952051977627, 0.226722225135192, 0.414847950111143, 0.4, 0.402790893707424, 0.474050842404831, 87.1452497925609, 106.301318497397, 10, 20, 61.8584986912185, 0.16, 0.05, 100, 250, 0.1, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.3, 0.5, 0.04, 0.5, 0.6, 0.04, 10, 0.5, 1338, 80, 2, 7521, 1132, 1131, 1106, 1106, 1031
8.24545009661466, 0.711004371077055, 0.0507946809852729, 0.547531372508034, 0.474074226974044, 0.390039794143289, 0.315509620190132, 0.4, 0.549720898963977, 0.44309997215122, 173.17722626403, 283.619156159507, 10, 20, 20.2762355303555, 0.16, 0.05, 100, 250, 0.1, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.3, 0.5, 0.04, 0.5, 0.6, 0.04, 10, 0.5, 1338, 80, 2, 7854, 1153, 1197, 1078, 1062, 1022
8.34394396230578, 0.640864992587129, 0.115940965735936, 0.435386170888785, 0.528349666641559, 0.358261549978517, 0.692548497153912, 0.4, 0.520579766993877, 0.510194442830514, 201.455558548309, 242.702437749621, 10, 20, 51.4177234429226, 0.16, 0.05, 100, 250, 0.1, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.3, 0.5, 0.04, 0.5, 0.6, 0.04, 10, 0.5, 1338, 80, 2, 8305, 1207, 1222, 1204, 1215, 1
10.4232078381535, 0.584327637592331, 0.147451024822658, 0.578348872606177, 0.591795202139765, 0.377002476328984, 0.717819451257819, 0.4, 0.482711175065488, 0.466202928268351, 242.214393486269, 235.532086150744, 10, 20, 29.5229004456016, 0.16, 0.05, 100, 250, 0.1, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.3, 0.5, 0.04, 0.5, 0.6, 0.04, 10, 0.5, 1338, 80, 2, 7721, 1279, 1665, 1202, 1199, 0
10.1176564963255, 0.521963085067226, 0.250780415678164, 0.449946469903924, 0.539067733613309, 0.362357026649639, 0.509476410967764, 0.4, 0.592124624912161, 0.555047063212842, 42.0633420577273, 486.962529285159, 10, 20, 62.5862918381696, 0.16, 0.05, 100, 250, 0.1, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.3, 0.5, 0.04, 0.5, 0.6, 0.04, 10, 0.5, 1338, 80, 2, 7146, 1478, 1168, 1302, 1218, 925
11.8399839868769, 0.760291314281989, 0.21878156738705, 0.517409974738955, 0.451016393692233, 0.208261682750192, 0.267462602132, 0.4, 0.50476567686582, 0.570175156198908, 216.361612192169, 27.2942859521834, 10, 20, 30.4081837980734, 0.16, 0.05, 100, 250, 0.1, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.3, 0.5, 0.04, 0.5, 0.6, 0.04, 10, 0.5, 1338, 80, 2, 7677, 1102, 1036, 1088, 1048, 909
8.81471017965116, 0.734914214147488, 0.194173899214366, 0.536269642328378, 0.440431401058566, 0.343672230873723, 0.283805800330592, 0.4, 0.456932066659443, 0.419002511464059, 120.756716313772, 68.9880374361295, 10, 20, 64.1514731763583, 0.16, 0.05, 100, 250, 0.1, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.3, 0.5, 0.04, 0.5, 0.6, 0.04, 10, 0.5, 1338, 80, 2, 7954, 991, 985, 1048, 1128, 997
11.2318217901234, 0.680131148721324, 0.102412254535011, 0.482780365865212, 0.410630604683422, 0.211751923461445, 0.388788374074502, 0.4, 0.575063249079511, 0.448757795345038, 135.496184874699, 434.953664281266, 10, 20, 4.83008886798983, 0.16, 0.05, 100, 250, 0.1, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.3, 0.5, 0.04, 0.5, 0.6, 0.04, 10, 0.5, 1338, 80, 2, 7696, 1174, 1243, 1116, 1206, 587
10.795629349798, 0.503293635350885, 0.102776548191323, 0.590626790602691, 0.486403166238684, 0.357649785435759, 0.593637997555779, 0.4, 0.409797274332494, 0.591848233487457, 70.6187611144036, 345.617097838689, 10, 20, 33.3474807920196, 0.16, 0.05, 100, 250, 0.1, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.3, 0.5, 0.04, 0.5, 0.6, 0.04, 10, 0.5, 1338, 80, 2, 7745, 1471, 1370, 1206, 1200, 141
